id,actval,predval
1509215,2.390096,2.459981
1509153,3.055806,3.098969
7209296,2.8359370000000004,2.8275824
7209304,0.5201560000000001,0.46271884
7209305,0.161867,0.06391835
4027801,3.551059,3.6486201
7015145,2.687754,2.6524193
9000870,1.97659,1.8233625
7209308,1.692346,1.8538896
7209309,1.734808,1.7477853
7209310,1.229253,1.1964657
9008138,1.935167,1.8229932
9008166,2.3322490000000005,2.3402667
1509200,0.32471599999999956,0.27240312
7209311,0.3509380000000002,0.46868622
1509204,3.04123,2.8970883
2102805,2.250247,2.2366426
2002591,2.980427,3.0443945
1010202,1.507505,1.373644
4331391,2.520362,2.5732467
1509207,0.021204,0.21629465
1509209,2.060208,1.9896724
7209315,1.360323,1.5544524
7209317,0.7105160000000001,0.47287643
1509224,0.5195530000000002,0.43876004
1509226,1.429816,1.6180013
2105338,2.357544,2.4275208
2105339,3.013278,2.9937406
7209319,1.203609,1.0329583
4327326,1.97762,1.9184011
9011024,1.090961,1.1142147
9011022,0.427797,0.42700684
1509246,1.484521,1.7067772
4000591,1.0127920000000001,1.2257955
1509151,2.013035,1.8168771
7103195,3.95534,4.1024346
1509152,2.331397,2.256844
1509154,1.068393,0.8073664
1509157,3.3290719999999996,3.3153467
8103387,3.0504420000000003,3.244921
7103193,3.381309,3.3490233
2310627,3.82678,3.7626371
2300528,3.680051,3.8550668
2020359,3.766462,3.8478327
7115398,4.67318,4.62727
2012412,4.333575,4.1190987
7209300,0.19186999999999976,0.19939876
1509165,0.3676440000000003,0.3036207
2002678,3.433337,3.1616879
9011672,2.408414,2.2903082
9008597,2.405207,2.3735762
9007819,2.182708,2.4660854
8103389,4.20993,3.9744654
9008281,4.604647,4.664459
1509264,3.7298770000000006,3.6304007
1509779,0.021304,0.021509528
1007137,3.413494,3.2147322
1509265,2.899923,3.0284193
1509267,1.482975,1.5193273
9010745,2.302291,2.3447719
2008257,4.439147,4.205004
1509280,2.74904,2.6064925
1509281,2.745141,2.5514143
1509282,2.7323049999999998,2.5625165
1509283,2.052412,1.863369
1509285,2.764934,2.7025084
2310064,3.746489,3.4655807
1509286,2.645324,2.525063
1509287,2.204025,2.198218
1509288,4.322567,4.8884764
4332531,2.157499,2.228617
9011276,1.399464,1.6290395
8103391,1.251828,1.2025018
1010042,1.25455,1.2353066
1509315,2.044617,2.175429
1509316,2.957515,2.95512
1509317,2.780484,2.6700916
4027805,2.81117,2.2234437
1509318,3.190341,2.9571078
4119063,3.579519,3.3649225
1509325,3.719233,3.5198317
1509328,2.197446,2.0565615
1509332,2.664888,2.598607
4331395,1.480644,1.3641362
4331397,3.132798,3.0201325
1509336,2.936438,2.9691117
9013697,0.642846,0.68034685
1509347,1.390136,1.2389886
1509349,2.036564,2.0321114
1509348,1.9857969999999998,1.9274894
1509351,1.2368679999999999,1.4084609
1509354,0.904909,0.7340715
4336649,2.80012,2.9568427
1007229,3.103427,2.9230576
8103394,0.744525,0.9587681
1509375,2.157059,2.1850572
7209337,1.844451,1.9210987
1007029,2.229886,2.1718714
2015031,1.863856,1.8217578
1509387,2.456006,2.4072118
1011025,2.510047,2.490255
9008829,2.488344,2.547319
1509385,0.98908,1.1424296
1509386,1.81418,1.4621979
1509390,1.011294,1.0032182
4027807,2.2495779999999996,2.1216247
4027808,1.6211499999999996,1.4745852
1509391,2.249163,2.1739073
2105343,3.6665460000000003,3.6336677
4316839,2.804656,2.600253
7209370,1.798261,1.9265621
1509397,1.407334,1.5787013
1509398,2.118964,2.0576134
1000229,2.088778,2.1464798
1509399,1.387156,1.4883474
1509403,1.4337090000000003,1.3366971
1509400,1.2639,1.5625522
7209342,0.8779349999999999,0.84353924
1509408,0.7379900000000001,0.7027521
1509412,0.7147069999999998,0.46197653
1509418,1.0597299999999998,1.3755796
1509420,2.803897,2.7963102
1509422,2.805628,2.7419548
1509421,2.809626,2.7165594
8103396,1.845227,1.7434361
1509426,2.279966,2.2268274
7209345,1.7324129999999998,1.7385858
1509427,1.874215,1.8098367
1509432,2.473914,2.3692698
1509434,3.057938,3.3309722
8102914,2.875283,2.7757678
1509439,2.443941,2.3480632
1509445,0.8709910000000001,0.6730025
1543081,0.3600949999999994,0.4227363
1010262,3.325447,3.130903
2105348,3.669108,3.4252687
1509468,3.645899,3.3662853
2105347,3.623656,3.6143327
2105349,3.4689970000000003,3.2315545
1509472,4.247861,4.0895762
1509473,2.354542,2.4091926
7209348,1.108,1.0682809
1509475,2.306442,2.1811323
1509476,3.272071,3.1784806
1100916,2.940329,2.9180279
1509478,3.090945,3.0064585
8103399,2.57987,2.2658153
1509688,0.818282,0.74944687
1509487,0.856,0.7563971
1509489,2.7159880000000003,2.4108667
2229539,3.788802,3.8491359
1011279,1.672013,1.6483753
1509498,2.984402,2.9259388
2013356,2.925856,2.7695127
1509503,3.206957,3.0213332
2105351,2.2778259999999997,2.4016302
2018856,3.366781,3.016149
7209350,0.8444249999999993,0.6466416
1509517,1.949364,1.7576089
1509518,2.45492,2.4838972
4027811,3.462573,3.0475643
1509520,1.753126,1.9154676
9002733,2.0547330000000006,1.8091565
1509527,0.4161260000000002,0.3084054
1509528,0.415099,0.45006073
1509539,1.0696770000000004,1.2359538
7209352,0.818936,0.8300131
4314708,2.533825,2.3818774
8100228,1.711205,1.560167
7209358,1.633857,1.5335386
1509698,0.962017,0.8491605
2002859,2.105166,2.1701002
1509711,1.9393440000000002,1.8448813
1509717,1.366827,1.3264018
4000566,0.862569,0.6777036
1509761,1.129547,0.87323785
1509766,2.501266,2.900053
2105360,3.176511,3.1976273
4310255,1.445563,1.3535477
1007035,1.957255,1.8968412
4318187,1.957255,1.898488
2105361,3.296601,3.1112034
1509782,2.153293,1.9252231
2310071,3.314453,3.2798119
4319682,2.204082,2.0091212
1509808,1.281025,1.6018136
1509810,1.825308,1.8729763
4331405,2.954077,3.0746536
7209367,1.402822,1.4762731
1008168,2.874943,2.682209
1007196,4.306001,4.281502
2008199,3.1733640000000003,3.0653596
1509814,2.213423,2.3308733
1509816,2.153297,2.0727077
7109248,1.309485,1.3838665
9009717,1.3364869999999995,1.2111915
1509818,0.533597,0.19961774
2015215,1.19755,1.4107862
4310256,1.305034,1.2541078
1509657,2.146425,2.0945878
1509658,2.339999,2.4858282
4509432,2.575568,2.319661
1509659,1.610489,1.7598594
1509660,2.454055,2.3368673
4001727,1.645592,1.7373714
1509663,3.104871,3.258238
2002150,2.90992,2.8147688
7001697,2.915628,2.5210097
1010623,3.490969,3.6383724
4027813,2.591079,2.3852952
7001696,3.03254,2.714466
7212164,3.42029,3.3562782
1010486,1.121675,1.0891149
1509687,1.585619,1.6921324
1509689,2.102152,2.2212405
1509691,1.145458,1.1807015
1509697,3.109046,3.1116047
1509699,2.545708,2.8801246
1509700,3.031638,3.0203056
4027814,2.678355,2.5836353
2220098,3.04552,3.0229535
4027815,2.614495,2.593014
1509707,1.640306,1.5714648
1509708,1.677959,1.7536097
1509710,2.04097,2.1112409
4329108,0.245883,0.2588761
2230972,0.180829,0.12485635
9007500,2.5301169999999997,2.2309887
1011161,1.9538949999999997,2.0153582
8103405,1.4330439999999998,1.589562
7209371,1.8154789999999998,1.7789218
1509884,0.8922460000000001,0.9664684
1509890,0.6295589999999995,0.6872457
1509894,2.194885,1.9634396
7110523,3.528516,3.6629074
4124085,2.263035,2.2624469
2013107,3.439095,3.432835
2020338,3.900177,3.8929834
8100983,2.181977,1.8730205
1509993,1.3764939999999997,1.6734271
1509996,1.024015,1.196795
9012598,1.0220600000000006,0.95081323
1510004,0.84505,1.0537308
4117414,3.915562,4.0189953
4331408,2.302602,2.1579514
1510005,0.488279,0.6750133
1509940,0.9147989999999995,0.9912732
1510007,1.5182879999999992,1.5102103
1510008,1.6699960000000003,1.6172924
7109277,2.2778039999999997,2.1208868
8103421,0.756635,0.7328676
8103422,0.886081,0.7384386
1510015,2.837173,2.720817
7209378,1.841594,1.8507051
1510018,2.461094,2.4142103
7109279,1.719867,1.8262501
1510019,3.565115,3.2631717
7209379,1.799447,1.7610706
1510020,1.897288,1.955098
8103184,1.273395,1.173192
1007043,1.743059,1.7811829
4001677,2.109137,2.1429582
4001678,2.0899140000000003,1.8738288
4331410,1.425984,1.6153038
1510028,2.205975,2.1107996
1510029,1.3124799999999999,1.4246452
1510030,0.460209,0.48018777
1510031,1.085343,0.98560715
